time,wx,wy,wz
14.058655023574829,0.06,-0.19,0.01
14.06985592842102,0.04,-0.11,-0.01
14.078586101531982,0.03,0.01,-0.02
14.088388919830322,0.02,0.13,-0.04
14.098830938339233,0.03,0.19,-0.04
14.108388900756836,0.03,0.18,-0.04
14.118720054626465,0.03,0.11,-0.03
14.12849497795105,0.03,0.01,-0.02
14.147962093353271,0.01,-0.14,-0.02
14.151317119598389,0.01,-0.14,-0.02
14.158030986785889,-0.01,-0.15,-0.02
14.168891906738281,-0.04,-0.11,-0.03
14.178235054016113,-0.06,-0.02,-0.03
14.18817400932312,-0.08,0.07,-0.02
14.197617053985596,-0.08,0.15,-0.0
14.20815396308899,-0.07,0.18,0.01
14.218281984329224,-0.05,0.15,0.01
14.244946956634521,-0.02,-0.14,-0.01
14.247023105621338,-0.02,-0.14,-0.01
14.250195026397705,-0.02,-0.26,-0.03
14.257454872131348,-0.04,-0.24,-0.05
14.268598079681396,-0.05,-0.09,-0.09
14.277505874633789,-0.06,0.12,-0.1
14.28704309463501,-0.06,0.28,-0.09
14.297523021697998,-0.06,0.3,-0.06
14.307346820831299,-0.04,0.21,-0.02
14.318238973617554,-0.01,0.04,0.02
14.345412969589233,0.05,-0.28,0.05
14.347443103790283,0.07,-0.29,0.04
14.350044965744019,0.07,-0.29,0.04
14.356686115264893,0.07,-0.18,0.02
14.367979049682617,0.06,-0.01,-0.02
14.37686014175415,0.05,0.14,-0.05
14.3868408203125,0.03,0.22,-0.06
14.396744966506958,0.02,0.21,-0.06
14.40730595588684,-0.0,0.12,-0.04
14.417265892028809,-0.02,0.01,-0.01
14.444540023803711,-0.04,-0.16,0.04
14.446476936340332,-0.03,-0.15,0.05
14.449128150939941,-0.03,-0.15,0.05
14.456092834472656,0.0,-0.08,0.05
14.467057943344116,0.04,-0.01,0.04
14.476850986480713,0.07,0.05,0.02
14.485917091369629,0.09,0.07,-0.0
14.496129035949707,0.1,0.06,-0.02
14.506144046783447,0.1,0.03,-0.02
14.51607894897461,0.1,-0.01,-0.02
14.526137828826904,0.1,-0.04,-0.01
14.545529842376709,0.06,-0.04,-0.01
14.549170970916748,0.06,-0.04,-0.01
14.555546998977661,0.03,-0.02,-0.02
14.566298007965088,-0.01,-0.01,-0.02
14.575471878051758,-0.04,-0.0,-0.01
14.585645914077759,-0.06,0.03,0.01
14.595595836639404,-0.07,0.06,0.02
14.60592794418335,-0.05,0.07,0.03
